observation_id,city,district,division,region,country,latitude,longitude,timestamp_utc,sunrise_utc,sunset_utc,weather_main,weather_desc,weather_id,temp_celsius,feels_like_celsius,temp_min_celsius,temp_max_celsius,humidity_pct,pressure_hpa,visibility_m,wind_speed_mps,wind_deg,cloud_pct,rain_1h_mm,ingestion_timestamp,temp_fahrenheit,wind_speed_kmh,heat_index,date,hour,day_of_week,daylight_hrs,temp_category,humidity_category,weather_severity,record_created_at
26105,Kinwat,Nanded,Aurangabad,Marathwada,IN,19.633329,78.199997,2026-07-03 07:15:00,2026-07-03 00:12:00,2026-07-03 13:30:00,Clouds,overcast,804,25.2,29.5,23.4,27.1,94.0,1003.9,0.0,3.41,273.0,100.0,0.0,20260703_072450,77.36,12.28,24.85,2026-07-03,7,Friday,13.3,Moderate,High,Cloudy,2026-07-03 07:26:22
26104,Kandhar,Nanded,Aurangabad,Marathwada,IN,18.8667,77.2,2026-07-03 07:15:00,2026-07-03 00:18:00,2026-07-03 13:32:00,Thunderstorm,thunderstorm,211,25.7,28.1,24.0,28.7,90.0,1004.9,0.0,6.8,288.0,100.0,0.3,20260703_072450,78.26,24.48,25.08,2026-07-03,7,Friday,13.23,Moderate,High,Storm,2026-07-03 07:26:22
26103,Himayatnagar,Nanded,Aurangabad,Marathwada,IN,19.5,77.9,2026-07-03 07:15:00,2026-07-03 00:14:00,2026-07-03 13:30:00,Thunderstorm,thunderstorm,211,26.6,30.5,23.8,27.0,86.0,1003.9,0.0,4.36,274.0,99.0,0.0,20260703_072450,79.88,15.7,25.67,2026-07-03,7,Friday,13.27,Moderate,High,Storm,2026-07-03 07:26:22
26102,Hadgaon,Nanded,Aurangabad,Marathwada,IN,19.5,77.666672,2026-07-03 07:15:00,2026-07-03 00:15:00,2026-07-03 13:31:00,Thunderstorm,thunderstorm with slight hail,230,28.5,31.6,24.0,28.8,73.0,1003.8,0.0,4.89,284.0,99.0,0.2,20260703_072450,83.3,17.6,26.42,2026-07-03,7,Friday,13.27,Moderate,High,Storm,2026-07-03 07:26:22
26101,Dharmabad,Nanded,Aurangabad,Marathwada,IN,18.9,77.849998,2026-07-03 07:15:00,2026-07-03 00:15:00,2026-07-03 13:29:00,Drizzle,moderate drizzle,301,26.6,30.8,24.2,27.5,86.0,1004.2,0.0,3.7,279.0,100.0,0.2,20260703_072450,79.88,13.32,25.67,2026-07-03,7,Friday,13.23,Moderate,High,Rainy,2026-07-03 07:26:22
26100,Biloli,Nanded,Aurangabad,Marathwada,IN,18.76667,77.73333,2026-07-03 07:15:00,2026-07-03 00:16:00,2026-07-03 13:30:00,Thunderstorm,thunderstorm,211,26.1,29.3,24.1,28.1,86.0,1004.4,0.0,5.04,293.0,100.0,0.2,20260703_072450,78.98,18.14,25.21,2026-07-03,7,Friday,13.23,Moderate,High,Storm,2026-07-03 07:26:22
26099,Udgir,Latur,Aurangabad,Marathwada,IN,18.383329,77.116669,2026-07-03 07:15:00,2026-07-03 00:19:00,2026-07-03 13:31:00,Thunderstorm,thunderstorm,211,27.8,29.1,23.2,28.3,72.0,1005.4,0.0,7.15,270.0,100.0,0.1,20260703_072450,82.04,25.74,25.75,2026-07-03,7,Friday,13.2,Moderate,High,Storm,2026-07-03 07:26:22
26098,Renapur,Latur,Aurangabad,Marathwada,IN,18.5167,76.6,2026-07-03 07:15:00,2026-07-03 00:21:00,2026-07-03 13:34:00,Thunderstorm,thunderstorm,211,25.5,27.6,23.5,26.4,84.0,1006.1,0.0,5.97,261.0,100.0,0.0,20260703_072450,77.9,21.49,24.53,2026-07-03,7,Friday,13.22,Moderate,High,Storm,2026-07-03 07:26:22
26097,Nilanga,Latur,Aurangabad,Marathwada,IN,18.1,76.76667,2026-07-03 07:15:00,2026-07-03 00:21:00,2026-07-03 13:32:00,Drizzle,light drizzle,300,26.7,27.6,23.0,27.5,74.0,1006.5,0.0,7.1,260.0,100.0,0.0,20260703_072450,80.06,25.56,24.96,2026-07-03,7,Friday,13.18,Moderate,High,Rainy,2026-07-03 07:26:22
26096,Latur,Latur,Aurangabad,Marathwada,IN,18.4,76.583328,2026-07-03 07:15:00,2026-07-03 00:21:00,2026-07-03 13:34:00,Thunderstorm,thunderstorm,211,25.3,27.9,23.3,26.7,87.0,1006.2,0.0,5.42,256.0,98.0,0.0,20260703_072450,77.54,19.51,24.53,2026-07-03,7,Friday,13.22,Moderate,High,Storm,2026-07-03 07:26:22
26095,Ausa,Latur,Aurangabad,Marathwada,IN,18.25,76.5,2026-07-03 07:15:00,2026-07-03 00:22:00,2026-07-03 13:34:00,Drizzle,light drizzle,300,25.1,26.6,22.8,26.5,83.0,1006.7,0.0,6.55,258.0,100.0,0.1,20260703_072450,77.18,23.58,24.11,2026-07-03,7,Friday,13.2,Moderate,High,Rainy,2026-07-03 07:26:22
26094,Ahmedpur,Latur,Aurangabad,Marathwada,IN,18.7167,76.9333,2026-07-03 07:15:00,2026-07-03 00:19:00,2026-07-03 13:33:00,Thunderstorm,thunderstorm,211,26.3,29.2,24.1,29.7,83.0,1005.2,0.0,5.05,270.0,100.0,0.1,20260703_072450,79.34,18.18,25.2,2026-07-03,7,Friday,13.23,Moderate,High,Storm,2026-07-03 07:26:22
26093,Partur,Jalna,Aurangabad,Marathwada,IN,19.6,76.216667,2026-07-03 07:15:00,2026-07-03 00:20:00,2026-07-03 13:37:00,Thunderstorm,thunderstorm with slight hail,230,26.9,30.1,23.9,27.7,85.0,1004.9,0.0,5.71,284.0,100.0,0.4,20260703_072450,80.42,20.56,25.88,2026-07-03,7,Friday,13.28,Moderate,High,Storm,2026-07-03 07:26:22
26092,Mantha,Jalna,Aurangabad,Marathwada,IN,19.65,76.3833,2026-07-03 07:15:00,2026-07-03 00:19:00,2026-07-03 13:37:00,Thunderstorm,thunderstorm,211,26.2,28.2,23.8,27.9,85.0,1005.1,0.0,6.91,290.0,100.0,0.4,20260703_072450,79.16,24.88,25.23,2026-07-03,7,Friday,13.3,Moderate,High,Storm,2026-07-03 07:26:22
26091,Jalna,Jalna,Aurangabad,Marathwada,IN,19.83333,75.883331,2026-07-03 07:15:00,2026-07-03 00:21:00,2026-07-03 13:39:00,Thunderstorm,thunderstorm,211,24.7,28.1,23.4,25.7,93.0,1005.7,0.0,4.51,266.0,100.0,0.2,20260703_072450,76.46,16.24,24.31,2026-07-03,7,Friday,13.3,Moderate,High,Storm,2026-07-03 07:26:22
26090,Badnapur,Jalna,Aurangabad,Marathwada,IN,19.8667,75.7333,2026-07-03 07:15:00,2026-07-03 00:22:00,2026-07-03 13:40:00,Thunderstorm,thunderstorm with slight hail,230,24.9,28.0,23.3,25.5,91.0,1005.8,0.0,4.85,268.0,100.0,0.6,20260703_072450,76.82,17.46,24.39,2026-07-03,7,Friday,13.3,Moderate,High,Storm,2026-07-03 07:26:22
26089,Ambad,Jalna,Aurangabad,Marathwada,IN,19.616671,75.800003,2026-07-03 07:15:00,2026-07-03 00:22:00,2026-07-03 13:39:00,Thunderstorm,thunderstorm with slight hail,230,25.2,27.9,23.8,27.4,89.0,1006.0,0.0,5.52,290.0,100.0,1.4,20260703_072450,77.36,19.87,24.55,2026-07-03,7,Friday,13.28,Moderate,High,Storm,2026-07-03 07:26:22
26088,Sengaon,Hingoli,Aurangabad,Marathwada,IN,19.8,77.3667,2026-07-03 07:15:00,2026-07-03 00:15:00,2026-07-03 13:33:00,Drizzle,light drizzle,300,24.8,28.2,23.6,26.7,93.0,1004.5,0.0,4.49,297.0,100.0,0.1,20260703_072450,76.64,16.16,24.4,2026-07-03,7,Friday,13.3,Moderate,High,Rainy,2026-07-03 07:26:22
26087,Kalamnuri,Hingoli,Aurangabad,Marathwada,IN,19.66667,77.333328,2026-07-03 07:15:00,2026-07-03 00:16:00,2026-07-03 13:33:00,Drizzle,moderate drizzle,301,25.8,28.7,23.9,27.0,86.0,1004.3,0.0,4.96,298.0,100.0,0.1,20260703_072450,78.44,17.86,24.93,2026-07-03,7,Friday,13.28,Moderate,High,Rainy,2026-07-03 07:26:22
26086,Hingoli,Hingoli,Aurangabad,Marathwada,IN,19.716669,77.150002,2026-07-03 07:15:00,2026-07-03 00:16:00,2026-07-03 13:34:00,Drizzle,moderate drizzle,301,25.1,28.8,23.7,27.8,93.0,1004.5,0.0,4.32,298.0,100.0,0.1,20260703_072450,77.18,15.55,24.69,2026-07-03,7,Friday,13.3,Moderate,High,Rainy,2026-07-03 07:26:22
26085,Basmath,Hingoli,Aurangabad,Marathwada,IN,19.316669,77.166672,2026-07-03 07:15:00,2026-07-03 00:17:00,2026-07-03 13:33:00,Drizzle,light drizzle,300,26.3,29.8,24.2,27.7,88.0,1004.5,0.0,4.87,275.0,100.0,0.0,20260703_072450,79.34,17.53,25.52,2026-07-03,7,Friday,13.27,Moderate,High,Rainy,2026-07-03 07:26:22
26084,Washi,Dharashiv,Aurangabad,Marathwada,IN,18.95,75.9333,2026-07-03 07:15:00,2026-07-03 00:23:00,2026-07-03 13:37:00,Clouds,overcast,804,27.0,28.9,23.2,28.1,74.0,1005.7,0.0,5.72,258.0,100.0,0.0,20260703_072450,80.6,20.59,25.21,2026-07-03,7,Friday,13.23,Moderate,High,Cloudy,2026-07-03 07:26:22
26083,Umarga,Dharashiv,Aurangabad,Marathwada,IN,17.83333,76.616669,2026-07-03 07:15:00,2026-07-03 00:22:00,2026-07-03 13:32:00,Drizzle,moderate drizzle,301,26.6,27.8,23.0,26.7,76.0,1006.9,0.0,6.96,263.0,100.0,0.1,20260703_072450,79.88,25.06,25.0,2026-07-03,7,Friday,13.17,Moderate,High,Rainy,2026-07-03 07:26:22
26082,Tuljapur,Dharashiv,Aurangabad,Marathwada,IN,18.0,76.083328,2026-07-03 07:15:00,2026-07-03 00:24:00,2026-07-03 13:35:00,Rain,slight rain showers,520,24.0,26.0,22.5,25.7,88.0,1007.2,0.0,5.32,265.0,100.0,0.3,20260703_072450,75.2,19.15,23.37,2026-07-03,7,Friday,13.18,Moderate,High,Rainy,2026-07-03 07:26:22
26081,Paranda,Dharashiv,Aurangabad,Marathwada,IN,18.6833,75.4667,2026-07-03 07:15:00,2026-07-03 00:25:00,2026-07-03 13:39:00,Drizzle,moderate drizzle,301,26.6,27.7,22.7,26.8,76.0,1006.7,0.0,7.2,258.0,100.0,0.1,20260703_072450,79.88,25.92,25.0,2026-07-03,7,Friday,13.23,Moderate,High,Rainy,2026-07-03 07:26:22
26080,Kalamb,Dharashiv,Aurangabad,Marathwada,IN,18.5667,76.0167,2026-07-03 07:15:00,2026-07-03 00:23:00,2026-07-03 13:36:00,Drizzle,light drizzle,300,26.5,27.8,23.1,26.6,77.0,1006.2,0.0,7.0,263.0,100.0,0.0,20260703_072450,79.7,25.2,24.98,2026-07-03,7,Friday,13.22,Moderate,High,Rainy,2026-07-03 07:26:22
26079,Bhum,Dharashiv,Aurangabad,Marathwada,IN,18.466669,75.666672,2026-07-03 07:15:00,2026-07-03 00:25:00,2026-07-03 13:37:00,Clouds,overcast,804,25.7,27.8,22.9,27.3,83.0,1006.8,0.0,5.89,263.0,100.0,0.0,20260703_072450,78.26,21.2,24.65,2026-07-03,7,Friday,13.2,Moderate,High,Cloudy,2026-07-03 07:26:22
26078,Parli,Beed,Aurangabad,Marathwada,IN,18.8512,76.5356,2026-07-03 07:15:00,2026-07-03 00:20:00,2026-07-03 13:35:00,Thunderstorm,thunderstorm,211,27.5,30.2,25.0,28.9,76.0,1004.9,0.0,5.21,273.0,100.0,0.2,20260703_072450,81.5,18.76,25.78,2026-07-03,7,Friday,13.25,Moderate,High,Storm,2026-07-03 07:26:22
26077,Majalgaon,Beed,Aurangabad,Marathwada,IN,19.15,76.23333,2026-07-03 07:15:00,2026-07-03 00:21:00,2026-07-03 13:37:00,Thunderstorm,thunderstorm,211,27.6,31.2,24.8,28.3,80.0,1004.9,0.0,4.4,271.0,100.0,0.0,20260703_072450,81.68,15.84,26.16,2026-07-03,7,Friday,13.27,Moderate,High,Storm,2026-07-03 07:26:22
26076,Dharur,Beed,Aurangabad,Marathwada,IN,18.816669,76.116669,2026-07-03 07:15:00,2026-07-03 00:22:00,2026-07-03 13:36:00,Drizzle,light drizzle,300,25.5,27.5,22.7,27.0,84.0,1006.3,0.0,6.03,258.0,100.0,0.1,20260703_072450,77.9,21.71,24.53,2026-07-03,7,Friday,13.23,Moderate,High,Rainy,2026-07-03 07:26:22
26075,Ashti,Beed,Aurangabad,Marathwada,IN,18.85,75.95,2026-07-03 07:15:00,2026-07-03 00:23:00,2026-07-03 13:37:00,Clouds,overcast,804,26.5,28.1,22.5,27.1,75.0,1006.1,0.0,6.1,257.0,100.0,0.0,20260703_072450,79.7,21.96,24.85,2026-07-03,7,Friday,13.23,Moderate,High,Cloudy,2026-07-03 07:26:22
26074,Ambajogai,Beed,Aurangabad,Marathwada,IN,18.73333,76.383331,2026-07-03 07:15:00,2026-07-03 00:21:00,2026-07-03 13:35:00,Thunderstorm,thunderstorm,211,26.1,28.1,23.6,27.4,82.0,1005.9,0.0,6.13,261.0,100.0,0.2,20260703_072450,78.98,22.07,24.95,2026-07-03,7,Friday,13.23,Moderate,High,Storm,2026-07-03 07:26:22
26073,Vaijapur,Aurangabad,Aurangabad,Marathwada,IN,19.91667,74.73333,2026-07-03 07:15:00,2026-07-03 00:26:00,2026-07-03 13:44:00,Rain,slight rain,500,24.4,27.0,22.9,24.7,92.0,1006.3,0.0,5.6,278.0,100.0,0.4,20260703_072450,75.92,20.16,23.96,2026-07-03,7,Friday,13.3,Moderate,High,Rainy,2026-07-03 07:26:22
26072,Soegaon,Aurangabad,Aurangabad,Marathwada,IN,20.6,75.6167,2026-07-03 07:15:00,2026-07-03 00:20:00,2026-07-03 13:42:00,Drizzle,light drizzle,300,26.8,30.5,24.2,29.2,85.0,1004.6,0.0,4.69,263.0,100.0,0.1,20260703_072450,80.24,16.88,25.79,2026-07-03,7,Friday,13.37,Moderate,High,Rainy,2026-07-03 07:26:22
26071,Sillod,Aurangabad,Aurangabad,Marathwada,IN,20.299999,75.650002,2026-07-03 07:15:00,2026-07-03 00:21:00,2026-07-03 13:41:00,Drizzle,light drizzle,300,26.5,28.3,23.1,27.5,78.0,1005.5,0.0,6.13,276.0,98.0,0.0,20260703_072450,79.7,22.07,25.05,2026-07-03,7,Friday,13.33,Moderate,High,Rainy,2026-07-03 07:26:22
26070,Paithan,Aurangabad,Aurangabad,Marathwada,IN,19.48333,75.383331,2026-07-03 07:15:00,2026-07-03 00:24:00,2026-07-03 13:41:00,Thunderstorm,thunderstorm,211,25.5,28.6,23.9,28.2,88.0,1005.9,0.0,5.14,289.0,100.0,0.5,20260703_072450,77.9,18.5,24.77,2026-07-03,7,Friday,13.28,Moderate,High,Storm,2026-07-03 07:26:22
26069,Khuldabad,Aurangabad,Aurangabad,Marathwada,IN,20.049999,75.183327,2026-07-03 07:15:00,2026-07-03 00:23:00,2026-07-03 13:42:00,Thunderstorm,thunderstorm with slight hail,230,23.1,25.7,21.7,23.6,97.0,1006.8,0.0,5.12,264.0,100.0,1.1,20260703_072450,73.58,18.43,22.96,2026-07-03,7,Friday,13.32,Moderate,High,Storm,2026-07-03 07:26:22
26068,Kannad,Aurangabad,Aurangabad,Marathwada,IN,20.26667,75.133331,2026-07-03 07:15:00,2026-07-03 00:23:00,2026-07-03 13:43:00,Thunderstorm,thunderstorm,211,24.6,28.2,22.4,25.3,93.0,1006.4,0.0,3.93,277.0,100.0,0.0,20260703_072450,76.28,14.15,24.21,2026-07-03,7,Friday,13.33,Moderate,High,Storm,2026-07-03 07:26:22
26067,Gangapur,Aurangabad,Aurangabad,Marathwada,IN,19.7,75.0167,2026-07-03 07:15:00,2026-07-03 00:25:00,2026-07-03 13:42:00,Rain,slight rain showers,520,25.6,29.4,23.7,27.0,87.0,1006.2,0.0,3.31,274.0,100.0,0.3,20260703_072450,78.08,11.92,24.81,2026-07-03,7,Friday,13.28,Moderate,High,Rainy,2026-07-03 07:26:22
26066,Aurangabad,Aurangabad,Aurangabad,Marathwada,IN,19.8833,75.3167,2026-07-03 07:15:00,2026-07-03 00:23:00,2026-07-03 13:41:00,Rain,violent rain showers,522,23.9,26.6,22.3,24.8,94.0,1006.4,0.0,4.98,280.0,100.0,2.3,20260703_072450,75.02,17.93,23.59,2026-07-03,7,Friday,13.3,Moderate,High,Rainy,2026-07-03 07:26:22
26065,Ulhasnagar,Thane,Konkan,Konkan,IN,19.216669,73.150002,2026-07-03 07:15:00,2026-07-03 00:33:00,2026-07-03 13:49:00,Drizzle,moderate drizzle,301,25.7,30.2,24.5,26.8,93.0,1006.8,0.0,3.48,219.0,100.0,0.1,20260703_072450,78.26,12.53,25.27,2026-07-03,7,Friday,13.27,Moderate,High,Rainy,2026-07-03 07:26:22
26064,Thane,Thane,Konkan,Konkan,IN,19.200001,72.966667,2026-07-03 07:15:00,2026-07-03 00:34:00,2026-07-03 13:50:00,Rain,slight rain showers,520,26.8,31.9,24.2,26.8,90.0,1006.7,0.0,3.12,229.0,99.0,0.3,20260703_072450,80.24,11.23,26.12,2026-07-03,7,Friday,13.27,Moderate,High,Rainy,2026-07-03 07:26:22
26063,Shahapur,Thane,Konkan,Konkan,IN,19.450001,73.333328,2026-07-03 07:15:00,2026-07-03 00:32:00,2026-07-03 13:49:00,Drizzle,dense drizzle,302,25.5,30.8,23.9,25.5,98.0,1007.1,0.0,2.85,211.0,100.0,0.1,20260703_072450,77.9,10.26,25.38,2026-07-03,7,Friday,13.28,Moderate,High,Rainy,2026-07-03 07:26:22
26062,Murbad,Thane,Konkan,Konkan,IN,19.25,73.400002,2026-07-03 07:15:00,2026-07-03 00:32:00,2026-07-03 13:48:00,Rain,moderate rain showers,521,24.9,29.4,24.1,25.3,96.0,1007.2,0.0,3.29,216.0,100.0,0.5,20260703_072450,76.82,11.84,24.67,2026-07-03,7,Friday,13.27,Moderate,High,Rainy,2026-07-03 07:26:22
26061,Kalyan,Thane,Konkan,Konkan,IN,19.25,73.150002,2026-07-03 07:15:00,2026-07-03 00:33:00,2026-07-03 13:49:00,Drizzle,moderate drizzle,301,25.7,30.2,24.5,26.8,93.0,1006.8,0.0,3.48,219.0,100.0,0.1,20260703_072450,78.26,12.53,25.27,2026-07-03,7,Friday,13.27,Moderate,High,Rainy,2026-07-03 07:26:22
26060,Bhiwandi,Thane,Konkan,Konkan,IN,19.299999,73.066673,2026-07-03 07:15:00,2026-07-03 00:33:00,2026-07-03 13:49:00,Thunderstorm,thunderstorm,211,26.9,31.5,24.6,26.8,87.0,1006.6,0.0,3.43,226.0,98.0,0.1,20260703_072450,80.42,12.35,26.01,2026-07-03,7,Friday,13.27,Moderate,High,Storm,2026-07-03 07:26:22
26059,Ambarnath,Thane,Konkan,Konkan,IN,19.200001,73.166672,2026-07-03 07:15:00,2026-07-03 00:33:00,2026-07-03 13:49:00,Drizzle,moderate drizzle,301,25.7,30.2,24.5,26.8,93.0,1006.8,0.0,3.48,219.0,100.0,0.1,20260703_072450,78.26,12.53,25.27,2026-07-03,7,Friday,13.27,Moderate,High,Rainy,2026-07-03 07:26:22
26058,Vengurla,Sindhudurg,Konkan,Konkan,IN,15.86667,73.633331,2026-07-03 07:15:00,2026-07-03 00:38:00,2026-07-03 13:40:00,Drizzle,moderate drizzle,301,25.5,31.1,23.1,26.1,93.0,1009.8,0.0,1.48,246.0,100.0,0.1,20260703_072450,77.9,5.33,25.08,2026-07-03,7,Friday,13.03,Moderate,High,Rainy,2026-07-03 07:26:22
26057,Kudal,Sindhudurg,Konkan,Konkan,IN,16.033331,73.683327,2026-07-03 07:15:00,2026-07-03 00:37:00,2026-07-03 13:41:00,Thunderstorm,thunderstorm,211,26.1,31.3,22.7,26.2,93.0,1009.7,0.0,2.6,232.0,100.0,0.1,20260703_072450,78.98,9.36,25.65,2026-07-03,7,Friday,13.07,Moderate,High,Storm,2026-07-03 07:26:22
26056,Kankavli,Sindhudurg,Konkan,Konkan,IN,16.26667,73.699997,2026-07-03 07:15:00,2026-07-03 00:37:00,2026-07-03 13:41:00,Thunderstorm,thunderstorm,211,26.4,32.4,22.7,26.4,94.0,1009.5,0.0,1.77,295.0,100.0,0.3,20260703_072450,79.52,6.37,26.01,2026-07-03,7,Friday,13.07,Moderate,High,Storm,2026-07-03 07:26:22
26055,Ratnagiri,Ratnagiri,Konkan,Konkan,IN,16.98333,73.300003,2026-07-03 07:15:00,2026-07-03 00:37:00,2026-07-03 13:44:00,Drizzle,dense drizzle,302,25.7,30.2,23.7,26.0,95.0,1009.5,0.0,4.15,279.0,100.0,0.2,20260703_072450,78.26,14.94,25.39,2026-07-03,7,Friday,13.12,Moderate,High,Rainy,2026-07-03 07:26:22
26054,Rajapur,Ratnagiri,Konkan,Konkan,IN,16.65,73.5167,2026-07-03 07:15:00,2026-07-03 00:37:00,2026-07-03 13:43:00,Rain,slight rain showers,520,26.0,30.8,23.4,26.0,95.0,1009.9,0.0,3.87,276.0,100.0,0.4,20260703_072450,78.8,13.93,25.68,2026-07-03,7,Friday,13.1,Moderate,High,Rainy,2026-07-03 07:26:22
26053,Lanja,Ratnagiri,Konkan,Konkan,IN,16.85,73.550003,2026-07-03 07:15:00,2026-07-03 00:36:00,2026-07-03 13:43:00,Thunderstorm,thunderstorm,211,25.1,29.5,22.4,25.3,95.0,1009.6,0.0,3.56,246.0,100.0,0.1,20260703_072450,77.18,12.82,24.81,2026-07-03,7,Friday,13.12,Moderate,High,Storm,2026-07-03 07:26:22
26052,Khed,Ratnagiri,Konkan,Konkan,IN,17.72,73.38,2026-07-03 07:15:00,2026-07-03 00:35:00,2026-07-03 13:45:00,Thunderstorm,thunderstorm,211,25.8,30.5,23.6,25.8,93.0,1008.7,0.0,3.14,233.0,100.0,0.2,20260703_072450,78.44,11.3,25.36,2026-07-03,7,Friday,13.17,Moderate,High,Storm,2026-07-03 07:26:22
26051,Guhagar,Ratnagiri,Konkan,Konkan,IN,17.48415,73.192886,2026-07-03 07:15:00,2026-07-03 00:36:00,2026-07-03 13:45:00,Rain,slight rain showers,520,25.7,30.3,24.4,25.7,93.0,1008.9,0.0,3.49,241.0,100.0,0.2,20260703_072450,78.26,12.56,25.27,2026-07-03,7,Friday,13.15,Moderate,High,Rainy,2026-07-03 07:26:22
26050,Chiplun,Ratnagiri,Konkan,Konkan,IN,17.533331,73.51667,2026-07-03 07:15:00,2026-07-03 00:35:00,2026-07-03 13:44:00,Drizzle,dense drizzle,302,26.1,31.2,23.6,26.5,93.0,1008.7,0.0,2.93,247.0,100.0,0.1,20260703_072450,78.98,10.55,25.65,2026-07-03,7,Friday,13.15,Moderate,High,Rainy,2026-07-03 07:26:22
26049,Uran,Raigad,Konkan,Konkan,IN,18.87694,72.93972,2026-07-03 07:15:00,2026-07-03 00:35:00,2026-07-03 13:49:00,Thunderstorm,thunderstorm,211,26.4,30.6,25.1,26.4,92.0,1007.0,0.0,4.77,235.0,92.0,0.4,20260703_072450,79.52,17.17,25.88,2026-07-03,7,Friday,13.23,Moderate,High,Storm,2026-07-03 07:26:22
26048,Tala,Raigad,Konkan,Konkan,IN,18.2833,73.05,2026-07-03 07:15:00,2026-07-03 00:35:00,2026-07-03 13:48:00,Drizzle,dense drizzle,302,26.5,30.9,24.9,26.6,94.0,1008.1,0.0,4.99,241.0,100.0,0.0,20260703_072450,79.7,17.96,26.1,2026-07-03,7,Friday,13.22,Moderate,High,Rainy,2026-07-03 07:26:22
26047,Shrivardhan,Raigad,Konkan,Konkan,IN,18.033331,73.01667,2026-07-03 07:15:00,2026-07-03 00:36:00,2026-07-03 13:47:00,Thunderstorm,thunderstorm,211,25.7,28.9,24.9,26.3,92.0,1008.3,0.0,5.8,257.0,100.0,0.3,20260703_072450,78.26,20.88,25.21,2026-07-03,7,Friday,13.18,Moderate,High,Storm,2026-07-03 07:26:22
26046,Roha,Raigad,Konkan,Konkan,IN,18.4333,73.1167,2026-07-03 07:15:00,2026-07-03 00:35:00,2026-07-03 13:48:00,Thunderstorm,thunderstorm,211,26.3,32.2,24.0,26.3,97.0,1008.0,0.0,2.71,258.0,100.0,0.1,20260703_072450,79.34,9.76,26.11,2026-07-03,7,Friday,13.22,Moderate,High,Storm,2026-07-03 07:26:22
26045,Pen,Raigad,Konkan,Konkan,IN,18.75,73.083328,2026-07-03 07:15:00,2026-07-03 00:34:00,2026-07-03 13:48:00,Rain,slight rain showers,520,24.9,29.3,23.9,26.1,96.0,1007.6,0.0,3.45,219.0,95.0,0.3,20260703_072450,76.82,12.42,24.67,2026-07-03,7,Friday,13.23,Moderate,High,Rainy,2026-07-03 07:26:22
26044,Panvel,Raigad,Konkan,Konkan,IN,18.98333,73.099998,2026-07-03 07:15:00,2026-07-03 00:34:00,2026-07-03 13:49:00,Thunderstorm,thunderstorm,211,26.2,31.0,24.9,26.3,95.0,1007.0,0.0,4.21,227.0,86.0,0.2,20260703_072450,79.16,15.16,25.88,2026-07-03,7,Friday,13.25,Moderate,High,Storm,2026-07-03 07:26:22
26043,Murud,Raigad,Konkan,Konkan,IN,18.32583,72.964996,2026-07-03 07:15:00,2026-07-03 00:36:00,2026-07-03 13:48:00,Rain,slight rain showers,520,26.2,30.3,24.8,26.2,93.0,1007.8,0.0,4.99,241.0,100.0,0.2,20260703_072450,79.16,17.96,25.75,2026-07-03,7,Friday,13.2,Moderate,High,Rainy,2026-07-03 07:26:22
26042,Mhasala,Raigad,Konkan,Konkan,IN,18.133329,73.116669,2026-07-03 07:15:00,2026-07-03 00:36:00,2026-07-03 13:47:00,Thunderstorm,thunderstorm,211,26.0,29.7,24.2,26.1,92.0,1008.3,0.0,5.08,249.0,100.0,0.1,20260703_072450,78.8,18.29,25.49,2026-07-03,7,Friday,13.18,Moderate,High,Storm,2026-07-03 07:26:22
26041,Mangaon,Raigad,Konkan,Konkan,IN,18.1833,73.3333,2026-07-03 07:15:00,2026-07-03 00:35:00,2026-07-03 13:46:00,Thunderstorm,thunderstorm,211,26.2,32.4,24.0,26.3,95.0,1008.1,0.0,1.39,249.0,100.0,0.2,20260703_072450,79.16,5.0,25.88,2026-07-03,7,Friday,13.18,Moderate,High,Storm,2026-07-03 07:26:22
26040,Mahad,Raigad,Konkan,Konkan,IN,18.08333,73.416672,2026-07-03 07:15:00,2026-07-03 00:34:00,2026-07-03 13:46:00,Rain,slight rain showers,520,26.4,32.4,24.1,26.7,95.0,1008.1,0.0,1.93,233.0,100.0,0.2,20260703_072450,79.52,6.95,26.07,2026-07-03,7,Friday,13.2,Moderate,High,Rainy,2026-07-03 07:26:22
26039,Khalapur,Raigad,Konkan,Konkan,IN,18.8167,73.2667,2026-07-03 07:15:00,2026-07-03 00:34:00,2026-07-03 13:48:00,Thunderstorm,thunderstorm,211,25.5,30.1,23.8,26.1,95.0,1007.7,0.0,3.74,214.0,100.0,0.3,20260703_072450,77.9,13.46,25.2,2026-07-03,7,Friday,13.23,Moderate,High,Storm,2026-07-03 07:26:22
26038,Karjat,Raigad,Konkan,Konkan,IN,18.91667,73.333328,2026-07-03 07:15:00,2026-07-03 00:33:00,2026-07-03 13:48:00,Thunderstorm,thunderstorm,211,25.4,30.0,23.8,25.4,95.0,1007.5,0.0,3.32,217.0,100.0,0.3,20260703_072450,77.72,11.95,25.1,2026-07-03,7,Friday,13.25,Moderate,High,Storm,2026-07-03 07:26:22
26037,Alibag,Raigad,Konkan,Konkan,IN,18.641109,72.879173,2026-07-03 07:15:00,2026-07-03 00:35:00,2026-07-03 13:49:00,Rain,slight rain showers,520,25.5,29.2,24.9,26.3,96.0,1007.7,0.0,5.24,222.0,100.0,0.4,20260703_072450,77.9,18.86,25.26,2026-07-03,7,Friday,13.23,Moderate,High,Rainy,2026-07-03 07:26:22
